,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
331221,23793360,26166290,25000.0,25000.0,25000.0, 36 months,9.17,796.98,1.0,5.0,1.0,MORTGAGE,110000.0,Verified,Aug-2014,n,credit_card,Credit card refinancing,330xx,FL,10.77,1.0,479.0,0.0,12.0,0.0,34850.0,45.6,25.0,f,0.0,0.0,27205.93,27205.93,25000.0,2205.93,0.0,0.0,0.0,Sep-2015,17642.17,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,331030.0,76400.0
195006,1569031,1836385,17425.0,17425.0,17425.0, 36 months,17.27,623.6,2.0,14.0,5.0,MORTGAGE,75000.0,Not Verified,Oct-2012,n,debt_consolidation,Debt consolidation,220xx,VA,13.33,0.0,592.0,1.0,8.0,0.0,4314.0,28.6,13.0,f,0.0,0.0,3407.24,3407.24,1523.0,970.08,0.0,914.16,9.03,Feb-2013,623.6,,Jul-2013,0.0,1.0,INDIVIDUAL,0.0,62.0,329732.0,15100.0
76647,8035037,9757155,20000.0,20000.0,20000.0, 60 months,16.2,488.49,2.0,13.0,6.0,MORTGAGE,65000.0,Source Verified,Oct-2013,n,debt_consolidation,consolidation,231xx,VA,9.08,0.0,503.0,0.0,3.0,0.0,13885.0,83.6,11.0,w,0.0,0.0,10002.29,10002.29,2825.59,3036.29,0.0,4140.41,41.4041,Oct-2014,488.49,,Jan-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,285654.0,16600.0
176972,2835169,3417418,22000.0,22000.0,22000.0, 36 months,11.14,721.72,1.0,6.0,9.0,MORTGAGE,49500.0,Verified,Jan-2013,n,debt_consolidation,Debt consolidation,799xx,TX,30.98,0.0,486.0,1.0,12.0,0.0,40139.0,69.2,22.0,f,0.0,0.0,25586.7457557,25586.75,22000.0,3586.75,0.0,0.0,0.0,Feb-2015,8265.86,,Feb-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,107621.0,58000.0
644717,57662405,61415123,9000.0,9000.0,9000.0, 36 months,9.99,290.37,1.0,7.0,9.0,MORTGAGE,48000.0,Source Verified,Aug-2015,n,debt_consolidation,Debt consolidation,310xx,GA,25.8,0.0,488.0,1.0,10.0,2.0,3983.0,49.8,23.0,f,0.0,0.0,9310.95,9310.95,9000.0,310.95,0.0,0.0,0.0,Dec-2015,8444.84,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,486.0,202564.0,8000.0
144390,4445241,5677422,7750.0,7750.0,7750.0, 36 months,16.29,273.58,2.0,13.0,10.0,OWN,28000.0,Verified,May-2013,n,home_improvement,Bill,751xx,TX,30.98,0.0,557.0,1.0,12.0,1.0,5346.0,49.0,31.0,f,0.0,0.0,9140.15815846,9140.16,7750.0,1390.16,0.0,0.0,0.0,Sep-2014,5038.44,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,498.0,46426.0,10900.0
40044,591564,759807,14400.0,14400.0,12464.83, 60 months,17.56,362.23,4.0,23.0,3.0,RENT,60000.0,Verified,Oct-2010,n,debt_consolidation,Say Goodbye To Credit Counseling Debt,111xx,NY,7.06,1.0,498.0,4.0,6.0,0.0,715.0,55.0,34.0,f,0.0,0.0,719.86,656.98,303.3,416.56,0.0,0.0,0.0,Dec-2010,362.23,May-2011,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
11027,822246,1030671,20000.0,20000.0,19950.0, 36 months,14.79,691.26,2.0,13.0,0.0,MORTGAGE,92000.0,Verified,Jul-2011,n,debt_consolidation,Debt Consolidation,951xx,CA,15.83,0.0,389.0,1.0,8.0,0.0,20756.0,89.9,25.0,f,0.0,0.0,24440.1924384,24379.08,20000.0,4440.19,0.0,0.0,0.0,Mar-2014,2889.29,,Mar-2014,0.0,1.0,INDIVIDUAL,0.0,,,
92919,6930109,8572022,20000.0,20000.0,20000.0, 60 months,12.35,448.44,1.0,8.0,1.0,MORTGAGE,110000.0,Verified,Sep-2013,n,debt_consolidation,Rate reduction,019xx,MA,12.34,0.0,348.0,2.0,11.0,0.0,4272.0,20.4,44.0,f,0.0,0.0,24652.52,24652.52,20000.0,4652.52,0.0,0.0,0.0,Dec-2015,12993.08,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,286533.0,20900.0
856134,39887633,42732374,12000.0,12000.0,12000.0, 36 months,7.49,373.22,0.0,3.0,4.0,RENT,53000.0,Not Verified,Jan-2015,n,debt_consolidation,Debt consolidation,300xx,GA,26.22,0.0,522.0,1.0,10.0,0.0,6442.0,28.5,24.0,w,0.0,0.0,12552.56,12552.56,12000.0,552.56,0.0,0.0,0.0,Sep-2015,9950.01,,Oct-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,31402.0,22600.0
304521,27542103,30045239,20000.0,20000.0,20000.0, 60 months,16.99,496.95,3.0,17.0,1.0,MORTGAGE,67537.6,Source Verified,Oct-2014,n,debt_consolidation,Debt consolidation,714xx,LA,10.02,0.0,567.0,0.0,9.0,0.0,19055.0,73.9,14.0,f,0.0,0.0,23544.52,23544.52,20000.0,3544.52,0.0,0.0,0.0,Nov-2015,17581.12,,Nov-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,94075.0,25800.0
98,1068350,1302971,3500.0,3500.0,3500.0, 36 months,6.03,106.53,0.0,0.0,1.0,MORTGAGE,83000.0,Verified,Dec-2011,n,car,Car Loan,614xx,IL,2.31,0.0,325.0,0.0,6.0,0.0,3092.0,13.4,28.0,f,0.0,0.0,3834.66084993,3834.66,3500.0,334.66,0.0,0.0,0.0,Jan-2015,107.86,,Dec-2014,0.0,1.0,INDIVIDUAL,0.0,,,
576935,61533928,65652786,9600.0,9600.0,9600.0, 36 months,9.17,306.04,1.0,6.0,8.0,MORTGAGE,69000.0,Not Verified,Oct-2015,n,debt_consolidation,Debt consolidation,481xx,MI,35.3,0.0,383.0,0.0,8.0,0.0,38175.0,77.3,15.0,f,0.0,0.0,9746.67,9746.67,9600.0,146.67,0.0,0.0,0.0,Dec-2015,9452.86,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,83362.0,49400.0
748179,48916209,52204922,28000.0,28000.0,27875.0, 36 months,6.92,863.54,0.0,3.0,6.0,RENT,115000.0,Source Verified,May-2015,n,credit_card,Credit card refinancing,334xx,FL,10.72,0.0,437.0,0.0,10.0,0.0,37328.0,73.9,27.0,f,0.0,0.0,28951.58,28822.33,28000.0,951.58,0.0,0.0,0.0,Nov-2015,24644.64,,Nov-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,141235.0,50500.0
205220,1448947,1701659,5000.0,5000.0,5000.0, 36 months,14.33,171.7,2.0,10.0,2.0,RENT,20000.0,Not Verified,Aug-2012,n,other,College Grad with promising future,194xx,PA,5.34,0.0,575.0,0.0,13.0,0.0,3918.0,95.6,19.0,f,0.0,0.0,6209.80501532,6209.81,5000.0,1179.86,29.9485636261,0.0,0.0,Sep-2015,9.6,,Sep-2015,0.0,1.0,INDIVIDUAL,0.0,,,
207022,1432148,1683473,9200.0,9200.0,9200.0, 36 months,12.12,306.1,1.0,7.0,1.0,MORTGAGE,34000.0,Verified,Aug-2012,n,debt_consolidation,Help mom,241xx,VA,23.89,0.0,476.0,0.0,7.0,0.0,12810.0,71.6,19.0,f,0.0,0.0,11017.2330644,11017.23,9200.0,1817.23,0.0,0.0,0.0,Aug-2015,313.45,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
373783,15630065,17722496,4000.0,4000.0,4000.0, 36 months,12.99,134.76,2.0,10.0,5.0,MORTGAGE,38000.0,Not Verified,Jun-2014,n,debt_consolidation,Debt consolidation,802xx,CO,8.5,0.0,522.0,0.0,14.0,0.0,4688.0,25.9,18.0,f,0.0,0.0,4353.15,4353.15,4000.0,353.15,0.0,0.0,0.0,Mar-2015,3275.07,,Aug-2015,0.0,1.0,INDIVIDUAL,0.0,300.0,165513.0,18100.0
23388,615639,789454,6000.0,6000.0,5996.1596522, 36 months,6.17,183.0,0.0,2.0,3.0,RENT,39184.0,Verified,Nov-2010,n,credit_card,Responsible College Grad to Refinance CC,303xx,GA,23.0,0.0,548.0,0.0,11.0,0.0,4734.0,11.9,25.0,f,0.0,0.0,6477.65,6473.09,6000.0,477.65,0.0,0.0,0.0,Sep-2012,2829.25,,Sep-2012,0.0,1.0,INDIVIDUAL,0.0,,,
228046,1114062,1350886,8650.0,8650.0,8650.0, 36 months,11.71,286.11,1.0,7.0,0.0,RENT,45000.0,Not Verified,Jan-2012,n,debt_consolidation,Debt Consolidation,852xx,AZ,16.64,0.0,453.0,0.0,10.0,0.0,7094.0,71.7,34.0,f,0.0,0.0,10296.8671234,10296.87,8650.0,1646.87,0.0,0.0,0.0,Feb-2015,297.18,,Jan-2015,0.0,1.0,INDIVIDUAL,0.0,,,
8154,870162,1081883,1250.0,1250.0,1250.0, 36 months,5.42,37.7,0.0,0.0,5.0,OWN,70000.0,Not Verified,Sep-2011,n,major_purchase,FLIGHT loan,362xx,AL,19.29,0.0,351.0,0.0,7.0,0.0,124386.0,31.4,22.0,f,0.0,0.0,1325.58,1325.58,1250.0,75.58,0.0,0.0,0.0,Feb-2013,725.41,,Dec-2012,0.0,1.0,INDIVIDUAL,0.0,,,
852143,40530249,43394963,4000.0,4000.0,4000.0, 36 months,8.67,126.59,1.0,5.0,0.0,RENT,41000.0,Not Verified,Jan-2015,n,debt_consolidation,Debt consolidation,371xx,TN,21.02,0.0,493.0,0.0,11.0,0.0,3603.0,30.5,19.0,w,0.0,0.0,4250.34,4250.34,4000.0,250.34,0.0,0.0,0.0,Nov-2015,3621.24,,Nov-2015,0.0,1.0,INDIVIDUAL,0.0,113.0,20975.0,11800.0
361840,19886683,22109443,11000.0,11000.0,11000.0, 36 months,8.39,346.69,0.0,4.0,1.0,RENT,75000.0,Not Verified,Jul-2014,n,debt_consolidation,Debt consolidation,920xx,CA,12.72,0.0,533.0,1.0,11.0,0.0,9107.0,32.8,16.0,w,0.0,0.0,11664.77,11664.77,11000.0,664.77,0.0,0.0,0.0,Apr-2015,8891.25,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,29792.0,27800.0
101426,6719951,8322272,16000.0,16000.0,15975.0, 60 months,16.78,395.76,2.0,14.0,2.0,MORTGAGE,80000.0,Verified,Aug-2013,n,home_improvement,home,752xx,TX,9.9,0.0,387.0,3.0,11.0,1.0,9657.0,74.3,26.0,f,0.0,0.0,20767.5243946,20735.1,16000.0,4767.52,0.0,0.0,0.0,Aug-2015,11673.98,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,169805.0,13000.0
139630,5028520,1467310,23500.0,23500.0,23500.0, 36 months,11.14,770.92,1.0,6.0,3.0,RENT,116000.0,Verified,May-2013,n,credit_card,GettingoutofDebt!,212xx,MD,7.68,1.0,337.0,0.0,6.0,1.0,4857.0,80.9,19.0,w,0.0,0.0,27654.97,27654.97,23500.0,4154.97,0.0,0.0,0.0,Dec-2015,4527.37,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,252478.0,6000.0
201448,1491621,1751301,3500.0,3500.0,3500.0, 36 months,13.11,118.12,1.0,8.0,2.0,RENT,65000.0,Source Verified,Sep-2012,n,major_purchase,Major Purchase,571xx,SD,29.34,2.0,492.0,0.0,13.0,0.0,17089.0,84.2,44.0,f,0.0,0.0,4250.38505392,4250.39,3500.0,750.39,0.0,0.0,0.0,Sep-2015,122.65,,Sep-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,31480.0,20300.0
33411,469077,591296,8000.0,8000.0,8000.0, 36 months,7.74,249.75,0.0,2.0,5.0,MORTGAGE,125000.0,Not Verified,Dec-2009,n,major_purchase,Piano,787xx,TX,0.74,0.0,377.0,0.0,6.0,0.0,2917.0,7.4,22.0,f,0.0,0.0,8668.19,8668.19,8000.0,668.19,0.0,0.0,0.0,May-2011,4925.57,,May-2011,0.0,1.0,INDIVIDUAL,0.0,,,
185084,2055014,2397192,12000.0,12000.0,12000.0, 36 months,14.09,410.66,1.0,9.0,4.0,MORTGAGE,59800.0,Not Verified,Nov-2012,n,credit_card,Credit refinance,826xx,WY,12.36,1.0,489.0,3.0,9.0,0.0,16121.0,57.8,27.0,f,0.0,0.0,13944.7900373,13944.79,12000.0,1944.79,0.0,0.0,0.0,Jul-2014,144.11,,Jul-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,23842.0,27900.0
195110,1565940,1833459,20000.0,20000.0,20000.0, 36 months,19.72,740.43,3.0,19.0,3.0,MORTGAGE,75000.0,Verified,Oct-2012,n,credit_card,Pay OFF,431xx,OH,10.21,0.0,581.0,1.0,10.0,0.0,4596.0,65.7,15.0,f,0.0,0.0,25901.735396,25901.74,20000.0,5901.74,0.0,0.0,0.0,Nov-2014,8143.25,,Nov-2014,0.0,1.0,INDIVIDUAL,0.0,186.0,106833.0,7000.0
301642,28432682,30955815,12000.0,12000.0,12000.0, 60 months,16.99,298.17,3.0,17.0,1.0,RENT,75000.0,Not Verified,Oct-2014,n,small_business,Business,184xx,PA,23.72,0.0,506.0,0.0,8.0,1.0,14544.0,79.9,16.0,f,0.0,0.0,13207.69,13207.69,12000.0,1207.69,0.0,0.0,0.0,May-2015,11418.67,,Oct-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,37346.0,18200.0
207356,1414427,1664424,7200.0,7200.0,7200.0, 60 months,15.8,174.33,2.0,12.0,1.0,OWN,84000.0,Source Verified,Jul-2012,n,car,2009 XB 12 Scg,813xx,CO,15.0,0.0,517.0,1.0,10.0,1.0,6095.0,62.8,19.0,f,0.0,0.0,9360.17360395,9360.17,7200.0,2160.17,0.0,0.0,0.0,Oct-2014,4832.45,,Oct-2014,0.0,1.0,INDIVIDUAL,0.0,,,
2576,1034517,1264333,15000.0,15000.0,15000.0, 36 months,16.77,533.08,3.0,16.0,3.0,RENT,50000.0,Verified,Nov-2011,n,debt_consolidation,Debt Consolidation Loan,931xx,CA,16.13,0.0,554.0,1.0,7.0,0.0,6613.0,79.7,14.0,f,0.0,0.0,19183.2608943,19183.26,15000.0,4183.26,0.0,0.0,0.0,Dec-2014,552.5,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
114128,6295998,7827945,10000.0,10000.0,10000.0, 36 months,14.33,343.39,2.0,11.0,7.0,RENT,94000.0,Not Verified,Jul-2013,n,wedding,Personal Loan,333xx,FL,17.6,0.0,516.0,0.0,12.0,0.0,7089.0,26.8,31.0,f,0.0,0.0,11948.2545341,11948.25,10000.0,1948.25,0.0,0.0,0.0,Jun-2015,2194.86,,Jul-2015,0.0,1.0,INDIVIDUAL,0.0,68.0,49205.0,26500.0
339620,22341723,24664644,28500.0,28500.0,28500.0, 60 months,25.83,850.44,6.0,31.0,7.0,OWN,75000.0,Source Verified,Jul-2014,n,debt_consolidation,Debt consolidation,902xx,CA,26.88,0.0,418.0,4.0,16.0,0.0,30685.0,75.4,37.0,f,0.0,0.0,10958.13,10958.13,1769.89,4183.19,0.0,5005.05,900.908999993,Feb-2015,850.44,,Jul-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,50197.0,40700.0
393916,15521412,17613817,6000.0,6000.0,6000.0, 36 months,12.49,200.7,1.0,8.0,8.0,MORTGAGE,91000.0,Source Verified,May-2014,n,debt_consolidation,Debt consolidation,763xx,TX,15.66,0.0,507.0,0.0,14.0,0.0,21579.0,88.4,22.0,f,0.0,0.0,6732.08,6732.08,6000.0,732.08,0.0,0.0,0.0,Jun-2015,4323.68,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,35150.0,24400.0
110982,6376368,1810629,30000.0,30000.0,30000.0, 36 months,19.52,1107.59,3.0,18.0,1.0,MORTGAGE,210000.0,Verified,Aug-2013,n,debt_consolidation,Debt Consol - Early Payoff,895xx,NV,6.9,0.0,349.0,4.0,9.0,0.0,13340.0,59.2,48.0,f,0.0,0.0,37474.1816084,37474.18,30000.0,7474.18,0.0,0.0,0.0,Mar-2015,17542.54,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,258405.0,22517.0
772263,43549298,46576019,10000.0,10000.0,10000.0, 36 months,10.99,327.34,1.0,8.0,5.0,MORTGAGE,75000.0,Source Verified,May-2015,n,debt_consolidation,Debt consolidation,604xx,IL,10.43,0.0,482.0,1.0,5.0,0.0,14142.0,48.9,15.0,w,0.0,0.0,975.91,975.91,713.77,262.14,0.0,0.0,0.0,Aug-2015,327.34,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,18829.0,28900.0
381164,15409604,17482059,6600.0,6600.0,6600.0, 36 months,13.35,223.5,2.0,11.0,5.0,RENT,60000.0,Not Verified,May-2014,n,credit_card,Credit card refinancing,380xx,TN,11.84,0.0,447.0,1.0,6.0,0.0,4800.0,12.3,14.0,w,0.0,0.0,2458.5,2458.5,1745.79,712.71,0.0,0.0,0.0,May-2015,223.5,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,24493.0,38900.0
201487,1486870,1746049,15000.0,15000.0,15000.0, 36 months,6.03,456.54,0.0,0.0,7.0,OWN,80000.0,Source Verified,Sep-2012,n,debt_consolidation,Consolidation Loan,156xx,PA,4.26,0.0,131.0,1.0,10.0,0.0,11236.0,19.3,36.0,f,0.0,0.0,16434.852926,16434.85,15000.0,1434.85,0.0,0.0,0.0,Sep-2015,458.33,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,237424.0,58100.0
879217,38646047,41429861,17000.0,17000.0,17000.0, 36 months,12.39,567.82,2.0,10.0,1.0,MORTGAGE,67000.0,Verified,Jan-2015,n,debt_consolidation,Debt consolidation,283xx,NC,27.58,0.0,528.0,0.0,18.0,0.0,19730.0,44.5,25.0,f,0.0,0.0,18702.12,18702.12,17000.0,1702.12,0.0,0.0,0.0,Dec-2015,13035.62,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,52289.0,44300.0
367950,19186161,21388870,5000.0,5000.0,5000.0, 36 months,12.49,167.25,1.0,9.0,1.0,MORTGAGE,105000.0,Not Verified,Jun-2014,n,debt_consolidation,Debt consolidation,802xx,CO,4.08,0.0,304.0,3.0,6.0,1.0,2009.0,37.9,31.0,f,0.0,0.0,5102.884206600001,5102.88,5000.0,102.88,0.0,0.0,0.0,Aug-2014,4935.63,,Jun-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,168950.0,5300.0
176117,2864724,3466893,15600.0,15600.0,15600.0, 36 months,7.9,488.13,0.0,3.0,7.0,MORTGAGE,90000.0,Not Verified,Jan-2013,n,debt_consolidation,Home Improvement,019xx,MA,19.57,1.0,490.0,2.0,21.0,0.0,16245.0,24.4,46.0,w,0.0,0.0,17558.92,17558.92,15600.0,1958.92,0.0,0.0,0.0,Oct-2015,1938.76,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,23332.0,66700.0
777231,46558449,49696257,12000.0,12000.0,12000.0, 36 months,5.93,364.69,0.0,0.0,5.0,MORTGAGE,90000.0,Source Verified,Apr-2015,n,debt_consolidation,Debt consolidation,077xx,NJ,18.6,0.0,502.0,0.0,20.0,0.0,17891.0,25.9,36.0,w,0.0,0.0,12409.25,12409.25,12000.0,409.25,0.0,0.0,0.0,Nov-2015,10229.02,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,249849.0,69200.0
609984,60256163,64232911,20000.0,20000.0,20000.0, 36 months,11.53,659.81,1.0,9.0,1.0,OWN,100000.0,Verified,Sep-2015,n,debt_consolidation,Debt consolidation,105xx,NY,27.57,2.0,476.0,0.0,31.0,0.0,13850.0,33.6,66.0,f,0.0,0.0,20083.28,20083.28,20000.0,83.28,0.0,0.0,0.0,Sep-2015,20096.09,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,118066.0,38300.0
180676,2310620,2743201,14125.0,14125.0,14075.0, 36 months,18.49,514.14,3.0,16.0,7.0,MORTGAGE,38000.0,Verified,Dec-2012,n,debt_consolidation,starting over,853xx,AZ,23.15,0.0,482.0,3.0,14.0,0.0,12102.0,73.3,27.0,f,0.0,0.0,18267.3680646,18202.7,14125.0,4142.37,0.0,0.0,0.0,Apr-2015,4428.57,,Sep-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,92593.0,16500.0
33846,462268,578185,3250.0,3250.0,3150.0, 36 months,8.94,103.26,0.0,4.0,10.0,RENT,45000.0,Not Verified,Nov-2009,n,other,Fast Payback,770xx,TX,6.13,0.0,544.0,1.0,4.0,0.0,4708.0,43.2,8.0,f,0.0,0.0,758.9,735.53,481.26,136.56,14.9776543879,126.11,1.3,Jun-2010,221.52,,Dec-2010,0.0,1.0,INDIVIDUAL,0.0,,,
439,1063912,1296491,8250.0,8250.0,8250.0, 36 months,7.51,256.67,0.0,2.0,5.0,MORTGAGE,31500.0,Verified,Dec-2011,n,debt_consolidation,do over,218xx,MD,17.87,0.0,276.0,4.0,17.0,0.0,7521.0,10.4,37.0,f,0.0,0.0,9236.36905915,9236.37,8250.0,986.37,0.0,0.0,0.0,Dec-2014,278.92,,Dec-2014,0.0,1.0,INDIVIDUAL,0.0,,,
428417,12597443,14609604,4800.0,4800.0,4800.0, 36 months,10.99,157.13,1.0,6.0,2.0,RENT,60000.0,Not Verified,Mar-2014,n,debt_consolidation,Debt consolidation,904xx,CA,15.54,1.0,557.0,0.0,14.0,0.0,4561.0,48.0,17.0,w,0.0,0.0,5478.84,5478.84,4800.0,678.84,0.0,0.0,0.0,Nov-2015,2493.37,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,37100.0,9500.0
633496,58622468,62463192,3600.0,3600.0,3600.0, 36 months,16.55,127.55,3.0,16.0,1.0,RENT,40000.0,Verified,Aug-2015,n,other,Other,600xx,IL,19.97,0.0,472.0,0.0,13.0,0.0,6864.0,31.2,16.0,f,0.0,0.0,3723.41,3723.41,3600.0,123.41,0.0,0.0,0.0,Oct-2015,3599.17,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,16547.0,22000.0
106560,3105875,3778203,20000.0,20000.0,20000.0, 36 months,13.68,680.45,2.0,10.0,1.0,MORTGAGE,130000.0,Verified,Aug-2013,n,credit_card,Credit Card Consolidation,070xx,NJ,7.83,0.0,475.0,1.0,12.0,1.0,29054.0,65.4,43.0,f,0.0,0.0,22040.201692500003,22040.2,20000.0,2040.2,0.0,0.0,0.0,Jun-2014,15917.71,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,464273.0,44426.0
19610,673900,861351,5000.0,5000.0,5000.0, 36 months,6.92,154.21,0.0,2.0,5.0,MORTGAGE,99000.0,Not Verified,Feb-2011,n,home_improvement,Kitchen Remodel,074xx,NJ,6.25,0.0,499.0,1.0,6.0,0.0,545.0,1.5,13.0,f,0.0,0.0,5424.12,5424.12,5000.0,424.12,0.0,0.0,0.0,Mar-2013,882.12,,Mar-2013,0.0,1.0,INDIVIDUAL,0.0,,,
154357,3635638,4587846,16000.0,16000.0,15950.0, 60 months,13.11,364.96,1.0,8.0,5.0,MORTGAGE,74000.0,Verified,Apr-2013,n,home_improvement,Home Improvements/Updates,750xx,TX,5.6,0.0,498.0,0.0,10.0,0.0,3677.0,26.3,22.0,f,0.0,0.0,3923.96,3911.7,971.62,852.83,0.0,2099.51,20.9951000052,Sep-2013,364.96,,Feb-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,173714.0,14000.0
170171,3187424,3920361,8400.0,8400.0,8400.0, 36 months,13.11,283.48,1.0,8.0,5.0,MORTGAGE,60000.0,Not Verified,Feb-2013,n,major_purchase,The Future,025xx,MA,21.46,0.0,279.0,1.0,16.0,0.0,19152.0,68.2,26.0,f,0.0,0.0,8608.07,8608.07,8400.0,208.07,0.0,0.0,0.0,Aug-2013,194.5,,Nov-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,239233.0,28100.0
415264,12389116,14401238,8000.0,8000.0,8000.0, 36 months,15.31,278.54,2.0,13.0,1.0,RENT,37000.0,Source Verified,Apr-2014,n,debt_consolidation,Debt consolidation,913xx,CA,33.42,0.0,516.0,0.0,8.0,0.0,7786.0,63.3,21.0,f,0.0,0.0,9219.99,9219.99,8000.0,1219.99,0.0,0.0,0.0,Jun-2015,5598.97,,Jun-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,15883.0,12300.0
279136,31306991,33880194,20000.0,20000.0,20000.0, 60 months,10.99,434.75,1.0,7.0,5.0,RENT,130000.0,Source Verified,Oct-2014,n,debt_consolidation,Debt consolidation,967xx,HI,12.69,1.0,533.0,0.0,7.0,0.0,2002.0,6.9,24.0,w,0.0,0.0,22025.98,22025.98,20000.0,2025.98,0.0,0.0,0.0,Nov-2015,10255.94,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,322714.0,29000.0
51876,9584918,11437045,12000.0,12000.0,12000.0, 36 months,12.85,403.47,1.0,8.0,5.0,RENT,36000.0,Verified,Dec-2013,n,credit_card,Credit card refinancing,015xx,MA,12.2,0.0,573.0,0.0,4.0,0.0,14580.0,87.8,15.0,f,0.0,0.0,3513.81,3513.81,1404.32,612.61,0.0,1496.88,14.9688,Jun-2014,403.47,,Oct-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,14580.0,16600.0
860083,38446454,41230258,14800.0,14800.0,14800.0, 60 months,15.99,359.83,3.0,16.0,0.0,MORTGAGE,37000.0,Not Verified,Jan-2015,n,debt_consolidation,Debt consolidation,344xx,FL,14.47,0.0,522.0,0.0,8.0,1.0,10070.0,62.2,17.0,w,0.0,0.0,1772.86,1772.86,835.06,937.8,0.0,0.0,0.0,Jun-2015,359.83,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,115108.0,16200.0
226886,1131909,1352469,15750.0,15750.0,15734.6193295, 36 months,7.51,490.0,0.0,2.0,5.0,OWN,75000.0,Source Verified,Feb-2012,n,other,Personal Loan,334xx,FL,18.33,0.0,257.0,1.0,13.0,0.0,30526.0,30.6,32.0,f,0.0,0.0,9799.4,9780.8,8302.35,1486.25,0.0,10.8,0.0,Oct-2013,490.0,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
39092,280193,280170,10000.0,10000.0,8100.26, 36 months,8.63,316.28,0.0,4.0,7.0,MORTGAGE,90000.0,Not Verified,Mar-2008,n,debt_consolidation,Debt consolidation,303xx,GA,5.91,1.0,401.0,0.0,16.0,0.0,18343.0,26.2,39.0,f,0.0,0.0,11386.12,9185.08,9999.99,1386.13,0.0,0.0,0.0,Mar-2011,323.82,,Aug-2012,0.0,1.0,INDIVIDUAL,0.0,,,
276187,31427514,34020699,23000.0,23000.0,23000.0, 60 months,14.49,541.04,2.0,13.0,6.0,MORTGAGE,70000.0,Source Verified,Oct-2014,n,debt_consolidation,Debt consolidation,328xx,FL,14.04,0.0,441.0,0.0,14.0,1.0,20318.0,51.1,41.0,w,0.0,0.0,24805.82,24805.82,23000.0,1805.82,0.0,0.0,0.0,Apr-2015,22119.14,,May-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,175397.0,39800.0
